MIN;AVG;MAX
4;53;90
16;56;75
35;60;76
23;57;74
34;61;74
35;62;76
39;61;74
37;62;74
27;60;75
8;57;71
19;54;65
23;56;68
24;61;71
37;61;71
20;58;73
33;59;71
16;60;74
26;60;77
6;60;77
29;57;76
23;50;71
30;47;72
27;51;73
29;60;82
35;61;82
36;59;80
29;54;77
26;49;78
25;49;73
28;50;77
26;49;78
29;51;80
32;50;80
32;52;78
31;58;83
33;64;83
37;63;84
33;57;77
28;49;74
27;50;76
26;48;73
28;50;78
28;48;73
31;50;78
30;49;77
28;50;77
28;55;81
23;62;82
36;62;84
25;57;76
29;52;75
32;50;75
28;49;74
23;50;79
32;49;75
32;56;79
32;63;80
42;63;80
29;56;78
28;51;76
28;52;79
32;57;82
41;63;83
33;63;83
29;62;84
36;62;83
35;63;84
