MIN;AVG;MAX
9;59;72
43;64;74
39;62;73
37;63;76
19;63;75
46;62;73
22;58;74
8;54;69
35;59;72
39;58;70
44;65;75
15;61;77
45;67;79
45;68;79
40;68;83
41;63;83
5;55;83
36;56;66
19;49;63
19;43;63
17;51;64
23;52;66
8;52;63
9;42;54
22;48;55
23;46;54
21;44;55
29;48;55
33;47;55
31;48;55
30;48;55
31;46;54
22;50;74
42;65;75
37;60;71
46;66;74
47;67;77
45;63;75
34;61;73
22;58;72
33;57;66
40;60;72
42;64;74
39;62;74
14;58;75
42;64;76
46;67;79
38;67;79
50;69;79
47;70;80
40;66;76
44;68;79
51;67;76
45;68;76
44;68;77
48;67;78
48;68;78
44;69;79
38;58;71
