MIN;AVG;MAX
11;56;72
34;59;73
9;56;72
32;54;66
36;57;68
37;57;68
34;56;65
34;49;61
36;53;61
37;52;63
32;55;65
36;56;66
28;51;65
32;53;66
20;53;66
34;56;67
36;55;66
25;53;63
30;55;67
38;56;66
34;56;68
31;54;66
37;56;66
33;55;65
39;54;65
35;53;64
32;55;65
33;51;64
39;58;65
38;58;64
33;54;65
31;54;65
32;53;63
35;55;69
38;56;68
22;54;69
30;57;68
39;55;65
34;54;70
36;53;66
31;54;67
36;55;65
31;51;63
25;55;68
34;55;70
30;58;71
18;57;74
28;61;75
32;57;75
21;58;77
39;57;66
36;57;67
34;57;68
38;58;68
36;56;69
28;55;67
40;56;68
39;56;68
37;56;67
34;53;66
33;56;68
26;54;63
30;57;65
39;58;69
35;57;67
37;55;64
42;54;62
38;54;63
36;56;63
39;54;62
31;50;62
34;52;63
37;56;66
36;55;67
32;56;68
20;56;67
35;59;70
26;56;72
25;58;71
37;58;72
38;61;73
40;62;75
32;60;75
41;60;75
38;57;74
7;43;74
21;53;69
6;51;68
23;47;68
16;40;67
19;36;42
30;38;44
12;33;39
29;40;57
10;46;60
18;49;60
30;53;60
19;53;61
34;53;61
36;57;62
36;57;61
21;52;61
15;43;59
6;46;59
16;44;59
17;40;52
12;41;51
17;38;51
18;46;60
21;49;59
15;42;50
26;43;52
30;42;51
32;46;51
21;44;51
34;46;51
30;45;51
34;46;51
30;46;51
33;46;51
29;46;51
33;46;51
30;46;51
31;46;51
33;46;51
29;45;52
33;46;51
33;47;51
33;45;50
32;46;51
31;46;51
30;46;51
29;45;51
