MIN;AVG;MAX
3;46;74
52;66;76
55;71;78
59;69;79
59;69;79
46;68;78
59;70;80
63;72;81
62;73;79
61;70;78
59;72;79
57;71;81
60;69;77
66;74;80
51;70;79
66;73;80
56;72;78
51;72;78
42;72;80
32;61;74
59;74;79
57;70;79
55;67;73
54;70;80
52;68;79
55;66;69
48;64;69
52;64;69
54;63;69
56;65;69
46;66;69
52;65;69
54;64;69
48;63;68
47;63;69
48;64;68
53;65;69
58;65;69
46;64;69
52;63;69
54;65;69
46;64;69
46;63;70
53;64;69
56;65;69
47;66;69
57;64;69
49;63;68
52;63;68
48;65;69
43;62;69
42;63;69
47;65;70
44;63;69
56;64;69
40;59;67
43;59;64
45;60;64
45;60;65
47;60;64
52;60;64
51;60;64
52;60;64
38;59;64
46;59;63
44;59;64
38;60;65
48;65;73
38;64;70
43;65;71
39;66;73
40;65;72
43;67;73
18;67;75
38;67;74
40;66;74
47;66;73
50;71;79
55;64;77
56;65;68
47;59;69
53;60;68
50;61;68
51;60;65
55;62;69
54;61;68
50;62;68
52;63;68
42;62;68
54;65;69
56;63;68
53;63;69
48;64;69
56;65;69
56;61;67
54;63;68
55;64;69
58;65;69
57;66;71
54;64;69
39;64;70
53;66;69
53;64;69
58;66;69
45;62;68
54;62;68
45;62;70
57;69;78
57;72;79
52;62;68
45;62;68
54;62;68
40;60;68
51;60;69
34;60;68
32;59;68
3;53;71
13;52;68
