MIN;AVG;MAX
9;58;72
10;55;71
17;57;68
36;60;73
36;61;71
37;59;67
31;59;70
30;57;69
10;56;67
36;59;71
36;61;71
32;62;72
15;59;71
33;56;71
35;60;73
38;63;74
13;59;72
37;59;68
38;61;71
38;61;71
37;61;71
35;59;69
36;59;68
34;57;69
37;60;65
37;58;69
32;57;69
35;59;72
37;61;71
39;62;71
37;62;71
37;62;71
37;62;71
37;61;72
37;62;73
21;61;71
40;56;66
28;59;70
36;58;71
38;57;70
35;55;68
35;56;68
3;55;69
14;52;63
16;44;62
15;34;40
17;38;63
26;56;65
23;52;64
26;54;64
36;56;64
27;53;66
26;54;65
23;53;65
27;58;67
26;49;66
26;50;67
23;57;74
30;56;72
28;54;66
24;54;63
26;55;68
26;54;72
22;56;74
30;53;70
24;53;75
23;58;73
24;55;74
6;49;74
28;63;74
23;58;74
22;61;75
36;61;73
35;60;74
20;58;75
34;61;77
39;62;76
35;63;76
40;63;77
38;61;75
26;61;73
38;61;71
26;60;72
38;61;73
38;62;75
31;61;76
20;56;74
32;63;76
33;61;75
15;59;79
40;62;79
31;63;81
37;59;76
25;59;76
30;61;74
39;62;77
34;63;78
38;60;72
34;61;74
38;60;74
26;59;73
29;61;72
31;60;73
33;61;78
21;63;78
39;62;76
40;64;78
39;62;80
16;58;80
32;62;80
38;62;79
37;57;74
39;63;87
38;62;85
32;61;75
39;62;76
31;60;71
39;60;73
39;62;76
32;63;77
17;60;75
37;61;76
