MIN;AVG;MAX
7;63;74
24;69;86
27;70;83
27;72;84
27;70;81
26;71;81
24;71;80
32;66;79
25;59;72
24;58;71
25;66;78
35;70;80
44;75;81
25;72;80
39;73;81
41;71;79
36;66;76
21;65;75
30;64;81
24;59;72
3;37;54
8;50;73
23;58;75
21;61;74
22;65;77
37;70;80
41;71;80
35;69;80
39;69;80
38;68;77
39;68;77
35;69;76
35;69;76
32;67;75
37;67;76
38;65;75
41;70;75
39;69;78
40;68;78
35;67;79
39;75;79
36;72;79
43;72;79
36;70;79
50;73;80
36;72;80
42;75;80
40;75;79
42;74;80
41;70;79
40;72;80
42;71;80
40;70;80
23;67;81
38;69;79
37;69;77
33;73;79
42;72;79
41;71;76
34;67;76
39;67;76
33;69;76
36;67;75
41;71;75
37;67;75
38;70;77
38;69;79
43;72;79
42;74;79
34;70;80
42;74;80
40;75;80
36;73;80
42;71;80
41;70;79
39;65;78
36;55;79
6;60;80
34;58;67
26;54;67
23;59;70
36;62;70
29;62;71
34;58;68
35;58;68
35;61;70
36;60;71
34;61;70
36;61;70
33;59;69
33;53;68
17;60;71
31;58;68
22;60;72
39;65;72
43;66;72
44;68;71
43;67;71
43;66;72
44;66;72
40;61;71
31;60;72
43;63;73
39;66;73
45;66;74
45;65;74
43;66;74
41;63;74
37;61;74
14;55;74
17;48;57
14;41;63
23;51;57
20;45;56
3;45;56
17;40;55
23;62;73
43;64;73
40;59;73
38;63;73
37;64;74
4;59;73
10;45;56
22;48;55
18;45;55
17;49;56
31;53;56
34;53;57
18;52;56
20;52;56
31;52;56
33;50;56
31;52;56
30;45;54
32;46;52
32;51;55
31;50;55
43;51;55
30;50;55
32;52;56
29;48;55
31;51;56
34;52;56
31;51;57
32;52;58
33;55;60
35;54;60
32;56;60
16;46;59
37;55;62
