MIN;AVG;MAX
3;55;85
8;54;76
30;61;75
9;56;74
25;60;74
27;62;71
3;53;68
27;60;79
15;59;80
15;60;74
6;55;71
12;58;71
7;60;86
28;51;70
20;53;92
5;54;84
32;62;81
14;60;81
7;51;75
25;57;74
27;59;74
37;60;72
37;61;74
29;59;73
6;43;62
19;58;78
31;61;78
23;46;80
28;61;77
27;60;77
29;61;79
19;59;75
36;62;75
3;60;74
26;59;73
26;60;74
27;56;73
35;58;72
3;55;74
23;55;67
35;60;70
20;59;70
33;58;71
32;55;70
7;59;74
26;58;73
35;62;76
30;59;76
6;48;74
24;58;79
38;62;78
33;59;77
37;62;78
42;63;78
40;63;79
40;62;75
34;60;75
29;60;74
39;62;76
37;61;74
14;60;72
29;61;76
37;62;75
40;62;79
18;60;77
37;61;75
39;61;81
15;59;77
35;59;76
23;60;78
39;62;73
35;61;73
39;62;74
36;61;75
37;62;74
31;57;73
