MIN;AVG;MAX
8;56;66
38;58;66
36;58;66
36;59;66
35;51;66
13;51;64
19;54;64
8;53;64
35;55;65
36;57;64
37;57;65
32;52;63
35;57;64
38;58;65
37;59;67
30;55;67
24;53;62
25;48;60
34;54;65
35;57;64
29;55;64
35;55;62
34;52;64
32;48;62
29;51;61
37;56;66
27;57;65
29;53;62
32;53;63
34;57;65
33;55;64
33;57;66
31;56;66
32;57;66
37;57;68
36;57;67
34;52;66
30;50;62
34;54;65
33;57;65
18;56;67
21;56;67
23;57;68
37;59;69
16;56;68
29;58;67
37;59;68
25;51;68
28;50;61
33;53;66
38;60;68
37;60;68
37;58;67
36;60;67
33;58;68
37;60;68
29;59;68
33;52;68
29;50;61
29;50;62
37;56;64
36;58;68
30;57;68
36;58;67
31;57;68
26;59;70
37;59;71
36;59;71
36;60;71
38;61;71
38;62;71
40;61;71
37;61;71
37;62;70
40;61;71
39;61;71
38;62;71
30;61;71
39;63;71
38;60;71
40;61;71
38;61;71
41;62;71
38;61;71
38;62;72
30;62;72
40;61;72
29;61;72
38;62;72
37;60;71
38;61;72
38;61;72
41;60;72
40;61;71
41;62;72
33;61;71
38;62;71
40;61;71
37;61;72
39;61;71
29;61;70
33;63;78
40;62;80
38;61;71
38;61;72
38;62;71
37;61;71
34;60;70
41;61;71
36;61;72
39;62;71
29;62;72
39;61;72
40;62;71
40;61;71
39;61;72
38;62;71
39;61;72
38;62;72
37;62;71
39;61;72
40;61;71
40;61;71
37;62;72
39;61;72
37;61;72
39;61;71
39;61;72
40;61;73
40;61;72
38;61;71
39;61;71
30;61;70
37;61;72
40;61;72
38;61;70
40;61;71
38;61;71
36;62;71
29;61;71
37;61;71
39;61;71
29;61;70
40;61;71
37;61;71
34;60;71
36;62;71
39;61;71
40;62;72
40;62;71
40;61;71
38;62;71
41;61;71
37;62;71
40;61;71
41;62;71
38;61;71
39;62;71
37;61;71
40;61;71
37;62;71
39;61;71
36;61;71
37;61;71
37;60;71
29;62;72
36;62;72
30;62;72
35;61;71
31;62;71
34;62;71
35;60;70
20;60;72
37;61;71
36;61;71
39;61;71
39;61;71
37;62;71
39;62;71
38;62;72
39;61;71
29;63;71
38;62;71
39;61;71
35;61;71
39;62;71
38;61;71
38;62;71
38;62;71
35;60;71
40;62;71
37;60;71
39;63;71
39;61;71
40;61;71
37;61;71
37;61;72
39;61;71
39;62;71
38;62;72
39;61;71
40;61;72
38;61;71
34;59;70
39;57;67
38;61;70
38;61;70
31;59;69
37;60;68
14;57;71
39;61;72
39;62;73
37;62;73
38;62;72
37;61;72
40;62;72
38;61;73
40;62;73
40;61;72
40;61;73
41;62;72
39;62;73
38;61;72
41;61;73
40;61;73
38;61;73
30;62;72
39;61;72
31;61;72
30;63;72
28;62;72
37;61;73
40;61;73
39;62;72
38;61;73
40;62;73
40;62;73
38;62;72
40;62;72
40;62;72
40;61;73
37;62;72
40;61;73
41;62;72
39;62;73
37;61;71
30;61;72
40;62;72
30;63;73
39;62;73
30;61;72
39;62;73
30;62;72
30;62;72
39;62;73
39;63;73
28;61;72
40;62;72
38;62;72
40;62;72
32;62;73
40;62;73
37;62;73
40;61;73
31;62;73
39;62;73
30;62;72
39;61;72
39;61;73
39;61;73
41;62;73
39;62;72
38;61;72
37;62;73
38;62;72
40;61;73
30;62;73
41;61;73
40;61;73
40;61;73
39;62;73
41;61;73
40;61;73
40;61;72
40;61;72
40;62;72
40;62;72
40;61;73
40;62;73
30;61;72
39;62;73
40;62;73
39;61;72
37;62;72
40;62;72
29;62;73
39;62;73
38;62;73
39;61;72
39;62;73
31;62;73
41;61;73
40;62;72
29;62;72
37;63;72
39;60;72
40;63;72
38;60;72
19;59;71
29;59;70
26;56;70
39;58;69
38;61;72
37;61;72
37;59;72
37;59;70
38;60;72
39;62;72
38;59;71
38;59;69
33;54;66
31;53;64
35;57;69
38;61;70
33;57;70
35;58;67
33;58;68
25;58;71
17;58;72
38;61;74
36;60;72
37;60;71
38;60;74
35;60;72
32;82;1580
34;53;59
32;55;63
31;55;63
33;78;1410
24;53;65
19;69;1005
18;25;27
19;24;26
20;25;27
19;25;27
20;25;27
19;25;27
19;25;27
19;24;26
8;23;26
20;25;27
20;24;27
20;26;27
21;25;27
20;25;27
18;23;26
12;22;27
12;35;46
22;39;47
29;40;47
29;42;48
28;42;47
26;42;47
27;42;48
32;45;48
31;45;48
30;45;48
29;45;49
28;45;48
