MIN;AVG;MAX
9;53;65
20;54;63
36;53;62
30;57;65
38;56;64
30;54;64
38;54;64
12;52;62
17;50;60
31;54;65
38;59;68
33;60;68
17;55;66
12;52;64
34;54;63
30;53;65
38;57;65
25;50;63
22;55;64
25;54;64
33;52;64
32;56;64
35;57;63
33;56;64
35;57;63
33;56;63
35;56;63
37;57;64
35;56;65
33;47;64
7;50;63
9;52;64
15;40;61
9;49;64
10;43;61
11;29;60
10;42;62
12;48;64
12;49;64
6;46;62
16;47;64
9;33;63
35;56;64
32;53;63
33;55;63
19;47;61
17;49;63
16;54;71
21;56;72
21;57;70
21;58;70
19;53;70
14;48;68
22;57;69
18;54;70
16;56;70
16;44;67
18;49;71
17;50;71
17;50;70
3;38;69
17;49;69
18;44;69
20;43;67
17;56;70
17;51;70
19;57;71
19;56;69
18;55;69
18;45;68
16;38;69
13;51;69
11;40;67
13;54;69
10;38;70
11;53;70
17;54;70
8;46;69
18;53;69
17;45;69
15;48;71
15;48;68
17;54;68
18;54;68
