MIN;AVG;MAX
10;63;81
49;69;81
42;62;71
33;60;72
14;58;81
39;65;79
29;69;84
33;55;74
32;64;73
41;65;75
44;65;74
42;63;72
22;63;73
35;60;74
41;63;72
31;57;72
34;63;72
26;63;72
40;63;73
39;63;74
36;61;72
43;64;74
47;64;73
38;65;74
38;63;72
41;63;74
44;63;72
27;58;68
44;64;74
43;65;73
45;66;74
39;64;74
28;60;74
44;64;73
43;64;73
24;62;73
45;64;73
40;65;72
34;63;73
44;65;74
41;64;73
43;65;75
38;66;74
43;65;74
39;64;71
43;65;74
40;64;73
42;62;73
41;66;75
41;65;74
30;63;74
44;63;75
42;66;76
42;63;73
42;65;72
42;65;74
46;64;73
38;65;73
40;66;74
43;66;75
43;66;75
44;65;74
45;66;75
42;64;74
45;64;72
42;65;73
41;65;73
41;65;73
43;60;73
26;61;71
42;65;76
38;62;72
37;64;72
41;65;74
46;64;73
38;59;71
42;60;74
38;58;70
22;62;73
39;61;72
37;64;75
40;66;76
42;64;76
34;61;74
