MIN;AVG;MAX
5;39;56
15;35;46
18;38;45
19;36;43
28;38;44
27;40;45
18;38;44
26;41;46
16;36;45
13;41;46
9;37;44
24;39;44
23;40;45
17;40;45
18;41;45
25;40;45
29;41;45
28;40;45
26;38;45
28;40;44
25;37;44
25;36;42
22;33;42
23;38;44
26;40;44
19;38;44
21;38;44
28;38;43
26;39;44
27;39;45
27;39;46
23;39;45
26;37;43
25;35;44
26;38;44
21;39;45
19;36;44
19;37;45
21;40;46
26;40;46
29;40;46
27;40;48
27;43;48
29;42;48
31;43;48
28;42;48
22;42;48
29;42;47
11;38;46
11;34;47
22;42;55
29;46;54
30;42;48
28;43;48
28;42;48
27;43;48
26;43;48
25;43;47
27;43;47
28;43;48
28;44;48
29;43;48
26;44;48
30;44;48
30;43;49
28;43;47
30;42;47
18;38;46
21;39;49
20;34;48
6;41;49
17;38;49
25;46;52
26;46;54
22;41;48
23;37;46
11;37;45
26;41;48
24;41;47
28;39;49
27;40;49
26;39;48
28;39;48
28;41;49
25;41;48
26;44;48
27;41;49
24;42;48
26;40;49
29;40;49
28;40;50
27;38;49
23;37;48
