MIN;AVG;MAX
8;57;70
42;63;72
38;62;72
15;59;72
31;58;71
14;57;69
25;60;71
43;61;72
19;56;72
35;58;71
34;59;71
35;60;71
37;61;72
23;55;70
11;53;65
35;54;65
38;60;81
37;67;85
16;60;73
35;59;73
27;60;73
39;63;75
37;60;74
39;62;74
38;64;76
39;63;76
35;64;75
43;64;77
39;65;75
41;65;77
40;64;77
37;62;75
39;63;77
34;65;77
37;66;76
34;64;76
36;63;78
29;64;76
37;65;76
36;65;76
35;64;75
36;66;78
39;65;77
38;65;76
38;64;72
36;60;76
38;64;74
43;62;74
39;64;75
37;65;75
35;66;77
37;66;76
43;65;74
40;65;75
38;66;76
40;65;75
36;66;76
41;65;76
33;65;77
35;63;76
42;62;77
43;64;76
38;65;77
36;65;76
43;66;77
36;64;75
32;64;77
34;61;76
39;63;76
