MIN;AVG;MAX
7;54;71
31;67;75
43;70;78
43;69;77
21;69;77
25;61;68
33;51;66
16;58;73
54;68;76
40;67;75
24;66;75
40;69;76
40;70;78
42;72;78
31;71;80
40;73;78
41;71;79
40;67;76
36;61;75
38;70;78
38;64;69
34;62;68
26;50;68
31;60;68
8;60;69
38;61;70
38;61;70
35;61;69
36;58;69
38;60;69
37;64;70
34;66;70
37;65;70
38;65;70
31;64;70
18;49;68
25;44;50
28;47;50
29;47;50
31;53;69
33;64;69
35;65;70
38;65;69
38;65;70
37;65;70
38;63;70
36;65;70
38;65;70
35;64;70
36;66;70
36;65;70
39;65;70
37;65;70
38;65;70
38;65;70
37;65;70
37;64;69
36;64;70
36;65;70
38;65;70
37;65;70
39;65;70
36;64;70
56;66;70
37;65;70
37;65;70
59;66;70
33;63;69
35;62;70
37;62;69
24;56;70
27;61;70
39;64;73
40;67;73
35;68;73
38;65;72
33;65;73
28;63;73
35;65;74
34;60;72
34;59;71
31;56;71
3;54;71
16;57;72
32;60;73
36;61;71
36;59;67
20;63;73
23;58;69
23;56;69
32;59;69
23;59;69
22;60;70
38;64;70
35;62;70
23;60;70
30;61;70
27;54;64
27;60;70
22;62;70
32;62;70
24;56;68
23;48;69
20;44;68
12;57;73
37;64;72
3;59;72
25;63;74
3;59;70
27;60;75
15;61;72
3;66;72
3;59;73
25;63;72
38;63;71
5;63;74
3;64;75
27;60;74
5;55;70
11;53;69
12;14;15
3;41;62
12;57;69
15;65;70
10;12;13
11;12;13
11;12;13
11;12;13
11;12;13
9;12;13
10;45;71
10;11;12
10;11;12
10;63;72
11;54;71
10;54;71
33;59;71
35;65;72
37;65;72
35;57;68
9;52;70
15;63;71
9;61;72
15;64;70
31;57;67
33;62;70
38;61;69
35;62;70
18;60;69
13;49;66
16;49;70
17;60;68
31;61;70
36;59;69
37;65;70
9;55;70
15;35;40
25;34;40
5;28;37
14;26;30
10;24;29
10;25;29
19;27;29
19;26;30
3;27;30
12;24;30
14;26;30
15;24;29
13;26;30
14;26;30
15;25;30
20;27;30
17;27;29
21;27;30
21;27;30
17;27;30
14;23;28
16;25;28
20;26;28
13;15;24
13;18;29
14;21;27
13;24;28
5;16;28
14;24;29
14;22;28
16;22;28
14;20;29
14;17;18
14;16;18
15;17;18
15;17;18
10;15;18
10;18;28
20;27;29
20;27;29
21;27;29
19;26;29
16;26;28
