MIN;AVG;MAX
6;65;78
44;66;77
27;61;79
35;63;78
13;61;77
38;65;77
30;63;77
3;45;73
28;54;66
34;54;63
30;53;62
6;49;63
28;53;61
31;56;65
38;56;65
14;53;65
23;59;70
14;54;65
31;57;69
35;62;70
39;62;72
38;64;72
37;64;73
40;64;73
37;62;72
36;64;73
37;62;70
37;62;70
36;63;71
39;60;71
36;62;70
37;63;71
41;63;72
39;62;71
34;63;71
38;62;69
27;54;70
37;54;64
36;57;68
23;55;66
33;59;70
38;60;70
35;58;70
49;59;68
18;55;69
34;61;69
35;57;69
16;57;71
31;60;71
37;63;72
39;63;72
36;62;72
39;63;71
36;63;71
40;61;70
38;61;69
41;62;70
40;61;70
39;56;67
33;58;73
39;63;72
39;60;72
40;59;72
33;58;72
37;56;69
38;58;67
38;59;68
35;58;68
37;62;72
15;57;67
34;59;71
30;58;69
34;58;71
35;59;71
19;61;72
41;61;72
35;59;71
37;62;70
40;63;76
33;59;74
36;61;75
40;65;74
39;65;74
34;58;72
