MIN;AVG;MAX
12;83;91
54;85;91
60;86;93
38;85;93
15;81;91
45;78;90
7;75;91
46;72;83
57;76;82
32;70;82
18;68;80
51;71;79
52;75;80
49;75;82
47;76;82
24;73;82
54;76;81
44;74;82
51;72;82
50;75;82
55;77;82
10;70;82
42;70;79
43;71;81
45;67;80
51;72;80
33;67;76
45;70;77
47;73;77
52;72;79
54;75;80
41;73;80
45;75;80
25;69;81
50;84;89
44;83;90
50;85;90
46;84;90
49;86;90
51;85;90
58;86;90
13;79;89
33;73;83
38;69;81
55;73;80
45;69;80
55;72;81
52;73;81
45;70;81
40;70;82
37;70;83
46;73;82
37;67;82
12;62;81
41;63;69
27;61;69
36;56;65
41;59;65
36;59;66
41;61;65
29;56;66
11;49;65
9;36;63
30;56;65
9;33;63
9;48;64
35;58;64
17;45;63
3;55;64
17;57;65
26;57;64
38;60;64
19;56;64
22;59;64
40;61;65
39;61;64
19;49;64
3;49;63
21;56;65
28;54;63
19;56;63
20;46;63
9;46;65
22;57;65
18;57;64
22;57;65
18;55;65
23;60;65
18;59;65
19;55;65
17;45;65
3;41;63
19;57;64
31;55;64
37;57;64
38;56;64
31;55;62
38;55;60
38;55;60
38;55;63
16;49;63
20;55;64
3;47;63
16;56;64
22;59;65
22;59;64
20;55;65
3;47;63
18;57;65
16;33;58
18;48;64
3;49;64
40;60;64
3;56;63
37;56;64
16;52;64
3;42;60
40;60;65
18;57;64
3;53;64
15;51;60
23;52;63
3;53;65
22;56;63
3;53;64
3;50;63
3;53;64
3;50;61
3;53;63
16;51;61
3;56;64
14;43;63
12;47;63
13;50;64
16;50;65
18;51;64
12;40;60
4;46;61
19;53;63
14;51;64
17;53;64
18;42;65
19;48;60
18;52;64
18;53;64
16;52;63
18;52;64
19;54;63
18;47;62
8;38;63
6;35;60
18;53;64
18;55;64
19;52;64
19;50;63
19;53;63
17;52;64
18;49;63
21;71;89
47;78;89
16;74;90
45;70;77
44;69;76
44;65;76
45;68;76
43;69;76
43;67;76
44;67;76
39;67;76
43;67;77
47;72;77
39;67;77
