MIN;AVG;MAX
9;62;73
31;60;75
48;67;74
46;65;75
18;62;75
47;63;73
17;60;72
40;61;74
7;55;70
39;57;72
43;64;74
48;66;76
13;63;76
40;63;74
25;64;75
34;61;75
40;64;75
47;67;76
50;68;76
43;61;74
40;63;73
44;63;72
23;60;73
37;57;68
34;63;73
49;65;74
17;61;73
46;61;72
46;66;77
46;66;76
16;60;76
33;62;81
30;66;81
30;71;85
43;71;87
51;66;74
45;65;73
25;65;76
40;60;77
39;60;76
38;63;76
35;62;73
15;53;64
12;45;61
17;43;52
17;40;52
30;45;53
6;26;51
22;52;65
18;54;65
19;47;64
13;51;64
20;47;65
19;48;64
17;39;61
17;44;63
18;47;64
18;40;62
18;47;66
17;45;63
19;54;65
20;46;62
18;46;62
18;50;64
17;46;61
17;52;65
15;40;62
20;40;61
14;47;64
21;52;65
18;53;65
20;51;63
20;53;63
19;55;64
35;56;65
14;46;63
16;40;52
15;42;53
28;46;52
33;47;53
16;41;52
20;44;52
27;46;52
15;43;52
17;42;52
19;43;53
32;47;54
19;43;53
15;36;54
13;29;37
28;34;37
28;33;37
28;42;53
28;44;52
32;45;53
34;46;53
33;47;52
34;47;52
20;42;51
21;44;50
20;42;50
14;33;50
13;42;52
13;39;53
12;36;52
31;46;53
21;46;52
33;46;52
15;42;51
15;39;50
7;40;49
18;39;52
17;44;53
16;40;51
