MIN;AVG;MAX
6;49;85
20;54;69
22;56;68
20;50;68
25;53;68
33;55;68
12;57;69
3;51;68
16;55;69
29;49;64
26;55;69
23;53;68
28;54;70
26;54;69
6;45;68
18;28;34
19;26;32
16;26;32
17;25;32
19;27;32
19;26;35
18;28;33
19;26;32
19;26;32
13;22;32
3;17;31
7;45;55
18;45;58
18;45;58
29;45;57
16;45;58
15;37;57
17;48;59
29;52;59
26;53;59
27;39;55
28;49;59
21;50;58
25;46;56
28;46;58
27;45;58
9;23;32
21;29;33
20;26;35
19;29;33
19;25;28
18;24;32
18;24;28
19;26;33
10;23;31
14;25;32
16;26;33
17;26;32
19;24;28
17;28;33
20;27;33
20;28;32
19;26;32
10;20;31
10;19;32
21;29;33
12;27;33
8;23;33
4;9;14
20;27;31
5;27;31
21;25;31
8;28;33
19;28;32
20;28;32
21;30;33
18;29;33
19;30;33
20;31;33
22;30;34
20;29;34
20;30;34
19;29;33
19;28;32
23;29;33
19;30;33
16;28;33
19;28;33
22;30;33
19;30;33
18;29;33
21;29;33
19;30;34
18;28;33
23;29;33
19;27;32
18;29;33
22;29;33
20;28;33
19;28;33
20;28;33
20;29;33
19;30;33
23;30;33
23;30;34
20;30;34
21;31;34
21;32;35
23;31;35
25;32;35
20;31;35
24;33;35
24;33;35
23;32;35
24;32;35
25;32;35
16;31;34
20;31;35
22;31;34
23;31;34
25;32;34
19;30;33
23;31;34
21;30;33
22;30;33
21;30;33
4;29;34
21;26;28
20;31;35
25;33;35
21;32;35
20;30;35
13;28;34
22;28;35
16;27;33
21;29;33
19;28;33
19;29;33
22;31;34
19;31;34
23;28;33
12;26;32
12;21;32
17;23;32
12;24;32
21;30;34
22;30;33
20;28;34
19;29;33
20;31;33
21;29;33
20;26;34
11;24;33
21;29;33
23;30;33
21;29;34
19;29;33
19;27;33
18;27;31
19;29;33
22;30;33
23;30;34
21;30;33
21;31;34
23;31;33
22;31;34
20;31;34
22;30;33
20;30;33
23;30;34
21;28;32
