MIN;AVG;MAX
6;48;81
19;45;57
26;47;59
33;54;62
34;54;61
37;53;59
8;49;59
32;52;60
30;54;61
48;57;61
31;51;61
36;54;61
36;53;60
25;51;61
31;49;60
25;48;59
30;50;58
29;47;58
35;56;61
34;53;61
28;50;60
33;55;61
33;55;63
30;53;62
34;55;64
30;51;62
31;46;58
30;47;58
33;52;60
32;55;63
32;52;61
34;55;64
34;56;65
31;56;65
33;56;67
34;56;68
34;60;68
36;57;66
36;60;67
32;59;66
35;59;67
34;58;66
35;59;67
35;59;67
36;57;67
36;58;66
35;58;66
33;58;67
34;58;66
36;58;66
36;58;67
34;58;66
36;58;66
34;57;67
35;58;68
34;56;66
34;60;67
35;58;67
35;58;66
36;59;68
16;56;66
37;58;66
34;53;67
34;52;56
33;51;56
32;44;56
8;47;59
19;49;61
9;51;60
24;53;61
33;55;60
32;55;61
34;55;61
31;55;61
34;55;61
33;56;61
34;56;61
34;55;61
34;55;61
33;55;61
32;55;60
35;56;61
32;55;61
19;51;60
21;39;59
12;44;61
33;53;62
35;54;62
