MIN;AVG;MAX
11;83;90
61;85;90
65;85;91
64;85;91
59;85;91
4;80;90
34;72;79
51;72;79
56;74;78
44;71;79
45;69;79
50;70;79
3;63;81
15;55;67
37;56;69
42;58;67
44;59;68
43;59;69
42;61;70
44;61;70
29;56;67
29;60;69
31;58;67
39;57;68
3;54;65
17;56;67
25;51;65
31;56;68
38;56;67
27;58;69
31;54;66
28;55;67
26;58;68
48;60;68
37;53;67
31;56;67
26;57;70
31;60;69
26;62;69
25;57;70
27;61;70
29;63;69
27;60;69
27;62;69
26;63;70
39;60;69
34;54;66
32;59;67
26;55;67
46;62;67
14;54;66
14;61;72
24;64;74
21;63;72
20;60;73
20;56;72
41;64;73
21;60;73
22;62;73
23;64;74
26;68;74
45;64;73
43;66;72
42;63;72
21;59;72
26;50;67
17;55;66
32;51;64
33;50;64
32;57;67
32;63;68
33;52;64
36;56;64
35;52;64
30;55;66
27;61;67
30;60;67
33;61;67
27;60;67
34;62;67
39;63;67
26;57;66
3;56;73
3;64;74
27;59;74
29;60;71
34;66;75
26;62;74
40;59;70
36;66;73
26;66;74
24;63;73
26;62;73
34;65;73
26;61;74
3;53;68
36;56;72
19;71;82
50;76;82
57;76;82
57;75;82
36;69;80
51;67;77
59;80;86
54;78;87
49;67;75
53;68;75
49;69;75
51;69;76
51;71;76
45;64;76
24;53;71
43;57;64
25;52;63
43;57;65
27;59;65
33;60;65
3;55;65
10;53;62
38;54;64
46;56;64
43;55;65
26;56;65
29;56;65
5;55;65
18;53;66
39;58;66
35;51;61
36;54;63
33;55;64
34;54;65
10;52;63
16;57;69
16;54;69
4;61;70
41;58;70
38;58;70
5;52;70
16;58;67
5;56;65
35;62;76
43;65;77
52;69;78
50;69;78
41;65;78
44;67;79
21;75;89
51;76;91
34;80;91
53;72;79
55;73;78
54;71;78
52;70;78
53;69;77
13;58;70
40;59;67
43;62;69
43;64;69
40;64;69
47;63;70
43;63;69
48;62;70
37;59;66
36;61;68
45;65;72
46;64;69
47;66;73
45;68;72
47;67;73
48;68;73
43;63;72
45;64;72
44;63;71
47;64;70
45;63;70
42;62;71
47;61;67
41;63;70
46;63;70
47;65;71
41;65;71
45;63;70
46;63;70
45;65;71
42;66;71
48;65;70
41;63;70
41;65;71
44;65;70
42;65;70
40;65;71
35;62;69
25;59;68
39;57;63
43;58;63
42;57;63
44;60;63
44;59;63
43;60;62
44;59;63
40;53;63
40;53;63
17;44;61
3;31;56
20;46;60
43;57;61
5;54;64
36;50;64
38;52;63
25;63;77
44;65;76
16;59;75
18;55;67
28;64;74
32;59;71
28;55;69
27;55;67
26;54;64
27;57;71
26;55;69
27;59;71
29;62;70
18;58;69
3;60;70
3;56;71
29;61;71
27;53;67
31;57;70
26;55;69
29;58;69
29;58;69
37;60;69
28;60;70
31;61;71
30;55;67
29;57;70
41;63;71
28;62;69
41;62;68
45;62;67
43;62;74
54;71;82
39;68;80
53;70;79
42;60;73
43;62;72
42;63;72
49;63;71
45;64;71
40;63;69
45;65;72
49;66;72
49;67;72
43;65;71
36;59;67
39;61;70
41;62;70
12;59;79
53;69;81
49;66;72
49;66;71
46;65;72
49;65;71
46;68;72
43;67;72
34;63;72
23;65;88
64;83;89
64;85;89
64;83;89
58;84;89
65;85;89
64;85;89
65;85;89
56;77;86
25;83;90
52;81;90
54;82;91
29;76;91
47;60;66
45;60;65
49;61;65
46;61;66
42;60;66
46;60;65
47;59;65
47;59;66
10;55;65
8;42;51
32;46;51
