MIN;AVG;MAX
11;68;81
31;67;82
40;68;75
46;69;75
44;69;74
44;69;74
46;68;73
46;69;74
42;66;73
45;64;72
55;68;74
41;67;74
41;68;74
47;68;75
46;69;74
47;69;74
45;68;73
41;69;74
41;69;75
44;69;74
46;67;74
45;68;74
44;69;75
40;68;75
41;69;75
46;68;74
47;69;74
46;69;74
46;63;74
45;68;75
42;66;74
47;69;74
43;69;75
44;69;74
47;69;74
47;70;75
47;70;75
42;70;74
47;70;75
47;69;75
45;70;75
46;69;74
44;67;74
46;70;74
47;69;75
44;69;75
47;70;74
46;70;75
44;70;75
46;70;76
37;67;76
48;70;75
47;71;75
48;70;75
47;68;74
45;69;74
47;69;75
43;68;75
45;70;74
44;69;73
42;69;74
45;67;74
46;69;74
45;70;74
42;70;76
47;69;74
45;69;74
47;68;74
43;69;74
45;68;74
47;70;74
40;69;74
41;68;74
44;69;74
45;68;74
42;68;74
41;66;73
60;69;74
42;68;74
45;68;74
44;68;73
46;69;74
46;70;74
44;69;74
47;69;74
45;70;74
47;69;74
45;69;74
47;70;75
46;70;74
45;70;74
38;68;74
46;70;74
47;70;74
43;70;75
45;69;74
42;69;75
48;70;74
47;67;74
46;70;75
44;70;74
47;69;75
47;70;75
47;70;75
45;71;76
48;70;75
46;70;75
46;71;75
46;70;75
40;62;72
42;89;1597
38;60;67
34;62;66
31;60;65
29;59;66
38;60;67
14;57;67
46;67;74
40;64;74
45;66;73
38;66;75
42;86;1700
39;61;66
38;61;66
31;60;66
19;51;65
22;47;66
34;56;63
39;62;67
17;62;74
23;64;75
48;68;77
52;69;76
44;67;73
18;61;71
35;56;63
39;59;68
27;62;71
12;61;71
40;62;73
48;70;74
51;71;76
18;67;74
51;71;76
50;72;79
50;74;80
53;73;79
49;72;79
50;73;78
53;74;79
48;73;80
17;67;78
47;68;76
50;66;70
47;65;71
38;66;71
45;66;71
51;67;71
46;66;71
25;62;71
27;58;71
50;68;72
50;67;72
51;68;72
51;68;72
46;68;73
48;68;72
49;66;72
47;66;72
48;68;72
51;67;72
44;62;70
48;64;72
33;61;70
48;64;71
47;63;70
47;64;70
48;65;70
44;64;70
40;62;72
42;64;71
50;65;71
45;66;71
48;67;72
47;66;71
49;66;71
48;67;72
49;66;71
47;66;72
50;66;71
50;66;71
49;66;71
53;67;71
48;66;72
48;66;71
55;66;72
48;66;72
47;67;72
51;67;71
48;66;71
49;67;72
49;66;71
47;66;71
51;67;71
47;67;71
49;67;72
48;66;72
49;67;72
50;67;71
45;64;72
49;67;72
50;67;72
48;67;72
48;67;71
45;67;72
50;67;72
50;66;72
49;67;73
48;68;73
49;69;73
49;66;73
51;68;72
51;68;73
49;68;72
49;68;72
49;68;72
50;68;72
50;69;73
51;68;72
49;68;72
29;64;72
29;66;72
46;67;72
50;67;72
50;67;72
46;67;71
46;66;72
43;65;71
49;65;72
51;69;73
49;68;72
50;68;72
50;67;72
51;68;72
50;68;72
49;68;73
50;66;71
49;64;71
45;67;72
45;67;74
45;67;72
51;68;73
50;66;72
47;65;73
47;67;72
42;67;73
48;68;72
48;68;75
50;68;72
45;67;72
55;67;72
49;66;72
50;68;73
51;67;72
48;67;73
50;68;72
48;68;73
46;66;72
46;66;70
49;66;71
49;66;71
15;65;71
49;68;72
50;68;73
50;68;72
48;69;72
50;68;72
47;68;72
45;67;72
50;68;72
50;68;72
46;68;72
48;67;72
51;68;72
51;68;72
43;62;71
38;61;72
17;60;76
44;65;75
38;64;73
46;67;75
48;70;77
50;66;72
46;61;72
19;63;71
39;62;73
28;59;75
46;67;74
18;66;76
52;70;76
50;70;77
47;69;76
40;64;76
25;65;77
30;66;76
41;66;76
50;70;77
52;71;76
50;70;76
52;70;76
49;71;76
32;65;76
40;68;77
43;68;76
39;68;77
49;70;76
51;70;76
62;72;76
38;65;76
