MIN;AVG;MAX
9;61;77
44;71;85
23;72;83
44;73;85
50;76;84
49;74;84
42;68;85
37;64;76
46;71;83
47;75;85
45;75;85
51;79;86
49;80;86
38;71;83
27;74;82
45;76;82
42;75;83
44;77;85
19;75;83
44;70;77
39;70;85
28;68;85
44;68;73
43;67;74
44;67;74
38;65;74
29;63;73
40;65;72
43;69;74
44;69;75
44;69;74
42;68;74
45;69;74
42;69;74
44;69;74
42;69;75
45;68;73
44;68;74
40;69;74
43;69;74
43;69;74
41;68;73
43;67;74
41;69;74
44;70;74
45;69;74
42;68;75
43;68;74
43;68;74
22;58;71
40;64;73
11;59;74
41;69;74
26;63;75
36;61;82
43;78;86
45;70;75
43;68;75
45;70;75
26;61;74
41;65;74
45;69;75
44;70;74
25;65;74
40;70;75
40;69;75
39;70;75
45;69;75
36;67;74
22;61;73
