MIN;AVG;MAX
5;52;85
15;53;76
13;56;72
26;58;73
35;58;76
39;61;73
35;57;69
36;58;72
9;52;68
38;54;69
35;59;70
36;61;71
14;58;72
37;58;70
37;61;73
32;60;75
12;52;71
37;61;73
25;58;73
31;59;72
36;57;65
35;59;68
36;58;67
35;57;67
37;57;68
37;54;66
27;55;69
38;58;68
37;59;71
35;57;72
38;58;68
26;54;68
34;56;67
18;53;68
38;57;69
37;58;73
37;59;74
33;59;75
36;58;70
35;59;71
35;57;69
39;59;69
34;57;69
28;52;63
30;52;66
39;53;69
36;56;69
28;50;64
38;55;67
37;58;72
5;56;72
34;54;70
24;57;68
21;54;73
30;52;71
40;55;74
31;57;75
40;59;79
30;61;82
35;64;83
32;59;79
30;56;77
31;54;77
42;60;79
40;63;90
7;60;90
38;59;69
38;58;70
