MIN;AVG;MAX
6;52;82
19;51;66
29;54;64
24;52;63
18;56;71
37;61;73
36;59;71
38;60;73
15;58;73
34;58;72
9;59;72
27;56;68
30;58;71
32;61;74
29;60;73
36;60;74
35;60;72
14;54;77
25;56;68
35;57;69
34;56;68
36;60;72
36;58;70
37;59;73
37;59;72
35;58;70
28;58;71
32;58;69
33;58;73
36;61;75
36;60;71
37;61;72
36;62;74
36;62;74
37;62;75
38;62;76
34;62;76
31;61;75
15;59;79
23;57;87
29;53;68
36;57;68
34;58;70
35;57;69
35;58;71
37;60;72
37;60;72
40;60;72
37;59;70
37;59;70
30;54;67
38;59;72
37;61;72
35;60;72
34;61;74
