MIN;AVG;MAX
8;56;68
35;59;69
24;52;68
36;61;70
37;62;70
37;61;71
43;64;70
35;59;69
6;56;70
38;58;68
39;60;69
37;60;68
31;57;66
39;61;67
5;53;65
37;63;69
39;61;69
39;61;68
42;59;66
40;63;69
40;62;68
40;57;68
41;61;68
39;62;69
20;61;69
6;51;65
40;59;68
36;60;69
41;62;68
40;64;70
41;64;69
42;63;70
38;63;70
40;64;70
42;63;71
40;64;70
41;60;67
39;62;69
40;61;69
34;61;69
42;60;68
41;62;69
40;64;69
42;63;69
43;65;70
42;64;71
40;64;70
43;64;70
42;65;70
39;64;70
43;63;70
40;60;67
40;62;69
41;63;69
39;63;69
40;64;70
42;63;69
39;62;69
39;62;70
41;64;69
39;65;70
39;64;70
41;63;70
42;65;70
42;65;70
41;64;69
39;65;70
40;63;70
43;63;70
37;64;70
42;64;70
38;63;70
52;65;70
42;63;70
54;65;70
43;63;69
43;64;70
43;64;69
38;65;70
42;65;69
40;61;70
41;62;68
39;60;68
40;62;69
39;62;67
41;62;69
29;59;77
40;65;75
39;62;69
