MIN;AVG;MAX
4;54;88
21;58;76
14;59;77
30;61;77
37;61;77
26;61;78
37;62;74
31;61;76
24;59;74
9;58;71
21;58;73
31;59;73
37;55;76
16;61;77
38;60;72
38;60;73
6;54;81
25;55;70
35;60;74
6;57;74
7;52;83
33;57;71
29;58;69
38;59;71
37;60;71
34;60;71
36;58;68
35;57;67
35;55;64
29;56;67
22;53;65
34;54;62
28;56;69
23;57;70
9;54;67
7;59;90
6;54;79
18;56;71
36;57;72
33;55;70
37;60;72
39;59;71
37;61;72
30;58;70
22;51;68
14;56;66
32;55;64
19;41;59
31;48;65
29;49;67
21;52;68
32;57;68
35;56;66
35;53;65
7;55;86
27;57;75
35;60;74
34;56;73
35;56;74
37;59;75
27;60;77
35;60;71
36;60;73
39;61;75
37;59;71
20;54;72
32;50;65
27;56;70
35;43;67
25;55;74
39;61;72
30;60;74
33;54;65
18;75;1389
18;45;62
19;50;64
31;54;65
18;51;66
24;33;42
37;43;48
29;39;48
25;43;62
21;53;64
33;56;64
32;55;65
33;56;64
30;57;65
34;57;66
32;58;66
24;55;65
17;43;58
