MIN;AVG;MAX
7;47;63
38;54;62
32;55;66
34;54;65
35;53;64
32;48;62
31;52;62
10;50;62
13;53;65
24;48;66
24;52;66
20;54;67
17;48;67
15;48;68
22;50;66
17;44;64
17;26;63
17;38;64
21;48;64
22;55;66
20;55;67
22;57;67
19;55;65
7;53;65
32;56;64
37;57;64
35;57;64
29;55;63
34;55;62
27;57;68
27;58;68
34;55;64
34;59;64
28;53;64
30;46;61
8;52;62
29;52;61
32;53;60
35;52;63
37;57;63
35;57;63
37;58;64
27;51;63
20;53;62
21;39;60
16;43;62
3;44;62
14;52;63
36;53;62
29;51;60
24;52;61
35;58;66
33;59;67
30;55;67
38;59;68
36;57;68
35;58;67
32;53;62
27;50;58
28;47;58
32;54;61
31;57;64
30;51;61
30;54;63
34;56;64
33;55;66
31;56;65
36;56;64
29;55;64
34;54;62
33;52;63
33;55;65
27;57;66
33;58;67
32;56;67
27;57;67
29;50;62
31;52;65
30;54;65
37;57;66
34;53;70
31;58;70
27;59;72
32;59;67
35;57;69
