MIN;AVG;MAX
10;84;105
40;80;102
31;77;90
34;71;90
32;73;91
43;84;91
42;82;91
44;79;91
41;82;92
52;79;91
39;75;88
68;79;91
41;76;90
44;80;90
42;76;90
30;78;91
45;83;92
36;78;92
39;78;92
44;79;92
43;79;92
43;76;90
43;83;92
41;80;92
41;77;91
39;84;92
44;81;91
43;82;92
42;79;89
37;74;94
48;92;105
48;88;104
46;91;106
43;82;104
26;77;102
50;94;105
42;79;92
44;83;92
43;83;92
32;79;90
43;81;90
43;81;91
23;74;89
44;81;91
44;80;88
42;84;91
41;82;91
43;79;91
41;80;89
31;77;90
39;79;90
42;80;90
40;76;89
17;75;88
40;74;91
44;80;91
37;77;91
44;83;92
44;81;92
41;80;90
45;83;91
42;81;91
43;78;88
37;81;91
44;81;91
40;80;91
41;78;90
44;83;92
44;84;92
41;83;91
3;81;91
