MIN;AVG;MAX
9;29;50
25;29;30
22;28;30
16;28;30
22;28;30
21;27;30
23;28;30
21;27;30
8;26;29
15;26;29
17;26;29
20;27;29
24;27;30
11;27;30
22;26;29
20;27;32
22;29;33
26;30;32
24;30;33
21;27;33
18;25;29
17;25;29
21;26;29
19;27;29
20;26;29
21;25;28
15;23;28
20;24;28
13;26;30
11;24;29
8;24;28
15;23;29
17;23;27
14;23;26
19;24;27
18;25;28
18;24;28
6;22;27
18;26;29
20;25;28
3;21;28
17;22;29
19;22;29
18;22;29
21;51;65
36;55;66
33;59;68
5;55;68
38;57;66
17;56;69
8;52;66
17;54;68
14;55;69
3;49;69
18;51;68
10;51;71
11;12;14
11;13;14
3;12;14
12;49;68
10;36;61
11;12;13
11;12;13
11;12;13
10;12;13
3;45;61
9;48;66
10;11;13
3;11;12
11;43;66
10;41;67
12;14;15
13;14;15
13;14;16
12;14;16
3;13;15
8;31;62
8;33;65
9;10;10
8;10;11
8;9;10
9;10;10
9;10;10
9;10;11
9;10;10
9;10;10
8;9;11
7;9;11
9;10;10
8;9;10
9;10;11
8;10;10
8;9;10
8;9;10
3;11;16
13;52;65
9;39;65
10;11;12
3;10;12
11;21;29
17;25;29
21;27;28
17;24;28
19;26;29
18;25;29
16;25;29
21;25;28
20;26;29
15;25;29
19;24;29
19;25;29
17;25;29
23;26;29
18;24;29
17;25;29
21;27;29
19;26;29
20;25;29
20;25;28
18;25;29
22;26;29
21;26;29
20;26;28
21;25;28
17;24;28
19;24;28
10;24;29
20;27;30
22;26;30
16;24;29
19;27;29
11;25;28
15;25;29
3;23;30
15;24;28
15;24;29
14;19;29
13;15;17
10;13;16
9;12;14
11;14;17
11;14;17
13;15;17
