MIN;AVG;MAX
4;50;80
18;52;74
34;60;74
24;59;74
28;55;71
30;58;71
31;58;71
37;62;73
33;59;70
36;59;69
27;57;70
10;55;66
24;51;68
34;57;68
30;55;70
4;50;72
29;52;61
12;49;59
8;51;68
25;54;70
32;59;72
32;57;67
34;58;66
35;57;64
29;49;64
30;54;65
30;51;66
34;56;67
32;52;65
30;50;64
30;53;66
27;53;69
7;50;67
24;45;56
14;49;59
33;52;58
17;45;58
7;50;69
34;61;75
36;59;75
37;62;75
35;60;74
33;59;73
35;61;71
36;62;72
33;60;71
34;60;67
34;56;66
30;58;66
30;57;67
28;55;66
31;53;66
26;47;67
8;56;67
17;46;59
30;49;60
32;53;62
8;46;63
36;59;69
34;58;66
36;59;68
34;58;68
36;58;67
32;58;66
31;57;67
33;59;66
33;56;63
28;55;64
28;55;64
33;54;65
24;49;69
8;54;67
21;48;59
29;47;60
15;48;61
8;52;69
34;60;71
35;59;73
26;62;74
25;60;73
34;60;69
29;58;68
33;58;67
34;60;69
34;59;68
33;59;68
36;59;68
35;60;68
34;57;68
25;51;63
6;52;79
33;59;75
31;59;75
