MIN;AVG;MAX
8;60;74
34;63;76
36;61;75
26;60;76
18;60;78
27;62;77
38;60;77
24;59;74
37;60;72
13;57;71
34;58;69
30;59;72
38;61;74
39;62;75
17;60;75
19;61;79
38;59;72
37;60;78
37;62;74
21;61;73
36;60;82
39;62;85
21;59;72
26;59;71
38;58;69
39;60;74
38;61;74
36;60;75
14;58;77
30;60;78
25;60;81
36;62;75
36;60;75
32;61;77
30;61;78
32;63;79
29;62;74
6;59;72
10;57;67
24;57;65
29;53;60
35;55;64
23;58;69
31;58;69
27;57;71
35;58;70
32;55;69
5;43;71
31;54;62
14;55;68
36;59;77
15;61;78
33;62;76
19;59;72
38;61;75
18;60;73
35;58;71
39;57;64
37;59;69
