MIN;AVG;MAX
6;73;104
19;70;92
51;77;94
46;75;95
45;81;94
45;79;95
38;83;96
39;84;95
45;82;96
46;83;96
45;84;97
45;83;95
52;81;95
37;78;95
50;82;95
51;81;94
35;78;94
29;71;94
47;82;95
25;78;94
45;76;91
43;78;93
30;75;91
45;82;94
46;86;96
36;85;96
40;79;96
42;78;92
11;78;95
35;69;88
30;71;90
42;68;91
29;72;92
32;78;93
40;75;94
9;83;115
27;79;98
45;80;95
36;78;94
33;80;95
41;81;93
41;76;92
43;81;93
36;76;94
44;75;94
45;77;95
39;77;95
3;69;92
25;60;86
24;61;84
23;69;85
17;52;87
47;73;87
33;71;85
31;69;84
35;70;81
41;74;83
35;63;79
32;65;80
43;68;80
38;71;82
26;59;82
8;68;90
24;79;97
51;82;97
24;75;87
49;81;90
42;79;90
46;78;86
40;78;87
39;72;86
33;72;84
40;67;81
31;69;82
26;61;79
39;65;79
37;71;82
42;64;83
27;73;90
41;77;93
44;81;94
9;78;95
9;89;117
46;78;102
34;83;102
54;87;100
27;80;99
52;88;99
45;86;99
42;80;93
44;84;96
55;88;98
41;83;97
52;81;94
30;81;94
46;75;90
42;78;90
37;68;89
45;80;93
49;76;94
37;81;95
40;80;96
41;82;96
33;84;100
42;85;98
7;79;97
51;81;94
53;83;97
35;77;92
30;69;93
27;72;93
39;77;99
11;86;120
7;87;120
54;87;102
51;92;103
52;93;103
54;92;106
55;94;102
48;87;100
43;89;105
56;85;101
54;88;99
47;89;103
50;85;97
44;86;96
51;82;98
51;84;97
30;77;94
41;73;92
45;75;92
39;74;96
36;79;96
25;83;97
19;78;95
15;79;100
39;83;99
7;79;99
47;85;96
41;87;97
38;87;98
41;81;98
6;77;99
8;69;85
33;68;85
19;73;86
34;77;87
47;79;85
35;74;85
46;79;85
28;71;84
19;70;84
45;75;86
43;78;89
26;79;92
30;61;86
26;59;89
28;64;92
35;71;96
31;73;95
35;76;104
54;88;103
53;87;103
8;81;102
20;75;100
20;85;103
52;91;102
38;86;102
38;85;101
32;91;104
34;86;101
35;88;103
49;84;103
33;88;102
30;79;98
36;73;95
33;71;103
39;92;105
37;91;103
49;90;103
50;87;103
22;87;102
48;92;104
54;92;102
24;82;103
37;79;98
37;71;95
38;79;100
46;83;101
50;86;101
52;92;102
35;86;102
6;82;103
47;84;104
35;87;106
39;91;102
46;92;102
39;87;103
15;88;104
31;87;105
25;86;104
36;77;100
32;86;103
37;81;100
32;68;97
39;78;98
34;79;96
35;81;100
8;64;93
31;72;87
33;75;89
47;82;90
47;82;91
46;80;90
40;79;89
33;71;89
43;70;88
26;65;86
35;69;89
36;68;88
34;73;89
36;74;92
33;64;93
37;80;96
45;81;94
6;78;93
11;70;96
49;83;95
38;84;97
51;89;96
50;86;96
34;79;95
34;73;93
29;68;93
38;80;101
43;93;105
50;92;104
30;74;99
31;70;99
35;78;101
42;89;105
35;86;103
43;78;95
8;80;95
34;68;94
44;78;93
36;84;95
52;88;95
46;86;96
40;83;93
29;74;89
34;63;90
41;75;93
35;70;92
36;66;92
44;70;93
33;76;90
48;71;90
32;69;90
31;67;88
29;78;94
45;84;94
38;79;95
46;85;94
39;76;90
38;79;93
49;81;92
35;68;93
35;85;95
43;83;94
37;82;96
41;76;94
29;76;93
37;81;99
15;73;96
46;83;102
