MIN;AVG;MAX
9;59;76
39;63;75
41;64;75
46;65;76
17;63;75
48;63;72
45;62;73
35;60;72
44;64;73
46;65;73
46;64;72
43;64;74
46;65;73
46;65;73
43;64;75
44;63;73
46;63;74
47;64;73
40;62;73
47;63;72
43;62;73
47;65;73
44;65;75
49;64;74
44;65;73
44;62;72
33;59;72
21;57;70
7;55;66
36;58;69
39;62;72
38;63;73
12;59;75
35;61;73
43;64;75
43;63;75
34;60;75
50;65;75
44;61;74
39;64;76
36;63;73
46;64;76
44;63;75
45;67;77
47;66;76
46;67;75
43;60;73
42;64;75
47;65;74
45;65;76
44;63;73
46;64;76
31;64;74
46;64;74
43;63;73
43;64;73
42;61;75
40;61;74
42;65;75
50;65;77
45;67;76
41;65;76
35;64;73
42;66;76
40;66;76
45;65;75
44;65;76
23;63;73
34;61;73
