MIN;AVG;MAX
11;61;81
17;60;83
34;63;81
43;64;80
25;62;80
40;63;79
41;62;79
14;60;77
35;59;72
35;62;79
37;64;79
42;63;80
14;61;79
28;62;80
36;64;83
37;64;83
38;63;83
40;64;84
35;64;84
38;64;83
37;64;83
37;63;82
28;64;85
39;62;84
35;63;85
32;64;85
35;64;85
33;62;85
40;62;84
27;63;85
29;64;84
34;64;83
38;63;83
33;65;83
37;64;84
37;63;83
32;64;84
36;64;84
33;64;83
38;63;83
31;63;83
35;64;84
35;64;83
39;64;83
39;63;83
40;61;84
15;61;82
29;61;76
3;48;75
13;51;75
18;50;76
21;60;76
18;59;76
20;61;76
18;59;75
18;59;76
14;60;77
18;62;76
23;62;76
3;47;76
22;62;77
19;56;76
18;60;77
36;63;77
38;62;77
34;62;76
36;62;77
37;62;77
39;62;77
33;61;77
36;62;76
40;64;77
33;62;77
39;63;77
20;58;77
23;58;77
18;57;75
3;55;77
21;59;81
36;63;81
33;62;78
37;62;79
42;63;81
41;63;81
31;63;78
36;61;79
32;61;76
27;60;76
33;62;78
31;63;81
34;64;80
16;62;80
39;63;82
30;63;84
38;64;83
35;63;83
32;64;84
40;64;83
31;64;83
42;64;83
34;62;84
40;64;82
37;60;80
37;62;79
27;63;80
35;62;80
39;63;80
41;63;78
38;62;76
39;60;76
30;60;74
30;61;78
33;64;79
39;64;79
20;61;80
36;62;81
33;62;83
41;63;83
35;64;83
39;64;83
37;64;83
37;64;83
38;64;84
36;64;84
35;63;83
42;64;83
36;63;84
38;63;83
39;63;83
43;64;82
42;64;83
39;64;83
35;64;83
38;64;83
32;64;83
37;64;83
34;63;85
34;63;80
34;63;83
39;63;80
34;64;79
42;63;80
37;61;75
35;60;77
29;60;77
38;60;74
33;62;80
33;64;81
38;63;81
23;61;79
41;63;82
44;64;84
33;62;83
42;64;83
41;63;83
36;64;83
38;64;83
44;63;83
35;64;83
40;63;83
37;63;83
38;62;80
36;64;83
38;64;84
39;64;83
35;64;83
39;64;83
38;64;84
39;65;83
37;64;83
34;64;84
39;63;83
42;64;84
14;57;85
35;61;83
37;64;91
40;64;97
42;64;95
39;65;85
34;64;85
25;59;81
36;63;83
42;62;83
39;63;83
8;58;83
32;63;77
39;61;76
28;56;76
31;62;77
25;49;71
31;59;76
