MIN;AVG;MAX
7;57;82
33;57;73
35;62;75
25;64;74
41;59;71
21;56;73
27;57;71
10;57;68
29;56;75
41;64;75
38;63;74
17;59;74
36;62;72
37;61;74
42;67;76
44;68;77
41;68;76
43;67;77
41;67;77
38;67;76
42;67;74
39;65;74
17;60;75
36;61;73
39;64;72
39;62;73
34;59;72
36;60;73
27;58;69
37;58;69
41;63;71
39;61;71
27;61;71
19;55;69
33;56;67
35;59;70
35;59;68
36;56;66
34;55;66
27;57;67
33;58;66
30;56;65
31;57;67
32;56;65
30;57;66
20;56;66
45;66;74
43;63;75
39;60;67
37;56;66
36;54;68
23;62;75
22;54;72
33;48;59
35;54;66
33;58;65
31;53;66
34;51;61
33;55;64
36;58;69
30;60;68
31;59;66
36;60;68
34;57;71
51;63;71
34;59;69
34;58;68
25;56;69
41;62;72
41;63;72
37;63;71
37;64;71
41;65;73
41;65;72
40;65;71
36;64;72
37;63;71
39;64;72
30;63;72
40;64;72
42;64;73
42;63;72
37;55;70
30;57;72
33;61;72
34;57;70
38;62;73
40;63;73
33;57;72
37;63;73
39;62;71
37;61;70
