MIN;AVG;MAX
7;30;50
17;29;33
20;31;34
23;30;33
27;33;34
26;33;34
24;30;33
24;28;34
3;25;34
15;38;50
35;51;55
14;48;56
32;47;49
30;45;49
27;46;50
24;45;50
34;47;50
33;46;51
23;44;50
33;45;49
29;44;49
31;44;48
29;44;49
31;45;49
33;46;49
34;46;50
32;47;50
34;48;50
31;44;49
33;47;50
35;47;51
35;46;51
34;48;51
35;48;51
34;48;51
34;45;51
34;46;51
35;47;51
35;47;51
31;46;50
35;48;51
34;48;51
32;48;51
32;48;51
34;47;51
33;49;51
35;48;51
33;48;51
35;48;51
35;48;51
34;47;51
33;48;50
33;47;50
34;48;51
33;48;51
31;48;51
36;47;51
32;46;49
15;47;51
34;48;51
31;47;51
