MIN;AVG;MAX
6;46;53
33;47;54
20;43;53
23;45;58
19;42;50
27;44;50
21;44;50
32;47;50
20;44;50
20;37;43
19;36;44
19;39;47
19;37;43
18;37;44
20;37;43
19;36;46
25;42;48
31;46;49
29;43;50
28;43;50
30;44;50
30;43;50
32;44;49
30;45;50
30;44;50
5;41;49
22;44;49
22;43;48
22;43;48
21;42;48
22;40;47
21;41;48
19;41;48
21;42;48
20;41;47
20;42;48
21;43;48
21;40;48
20;41;48
22;42;48
5;36;46
17;46;55
26;45;54
13;40;48
18;36;52
23;48;55
25;48;55
21;42;51
23;42;48
21;39;48
23;41;48
21;42;48
21;41;48
20;39;47
22;42;48
22;43;49
22;43;49
20;41;48
21;42;48
22;41;47
19;40;48
22;42;48
22;40;48
22;40;48
22;43;48
22;43;48
19;43;49
23;42;48
22;43;48
22;43;48
20;42;48
26;41;47
16;41;49
28;43;49
27;43;49
28;43;49
26;43;48
28;43;49
27;43;49
27;44;49
26;43;49
28;44;49
28;43;49
27;43;49
27;43;49
28;44;49
27;43;49
28;43;49
28;43;49
26;42;49
22;43;49
21;44;49
22;43;49
22;43;49
22;43;49
22;43;49
22;43;49
22;43;49
22;43;49
22;42;49
22;44;49
21;43;49
20;41;48
23;40;49
24;42;48
27;42;48
27;41;48
28;43;49
27;42;49
26;40;46
27;42;49
26;41;48
27;41;48
26;43;48
27;43;48
27;42;49
27;43;49
26;43;48
28;41;48
28;42;48
27;42;48
27;43;49
28;42;49
27;43;49
27;43;49
27;43;49
27;42;48
25;42;49
29;44;48
28;43;49
27;42;49
28;42;49
28;43;49
27;41;48
23;42;48
27;43;48
28;43;49
27;43;49
28;43;49
26;43;48
26;41;48
26;43;48
27;43;49
27;43;48
27;43;49
26;41;47
14;41;49
27;43;49
27;42;49
26;42;49
27;43;48
27;42;49
25;44;49
27;43;49
28;43;49
27;43;48
29;43;49
20;42;49
26;42;49
28;43;49
27;43;49
28;43;49
23;44;49
23;42;48
22;43;49
22;43;48
21;40;48
26;41;48
25;39;46
24;39;48
27;40;48
18;39;46
26;42;48
27;43;49
27;42;48
24;42;49
27;42;48
27;41;48
28;42;48
27;42;48
26;40;48
26;41;47
24;41;48
26;40;47
23;41;48
28;43;48
25;42;49
28;43;48
28;43;49
28;43;49
26;43;49
27;43;49
27;43;49
27;43;49
27;43;49
28;43;49
28;43;49
28;43;49
28;43;49
26;43;48
28;42;49
27;43;49
27;43;49
26;43;49
27;43;49
27;43;49
26;43;49
27;43;49
27;44;49
23;43;48
29;43;49
28;42;48
27;43;49
26;42;48
26;42;49
26;42;48
27;42;48
27;43;48
25;43;48
25;41;47
10;41;47
28;43;49
28;43;49
28;43;49
27;43;48
27;43;49
28;43;49
26;42;49
25;43;49
26;43;49
26;41;49
27;43;49
26;43;49
28;43;49
27;43;48
26;42;48
27;43;49
27;43;49
28;43;49
28;43;49
28;43;49
27;43;49
28;43;49
28;43;49
29;43;49
28;43;49
27;43;49
26;42;49
29;43;49
28;44;49
28;43;48
26;43;49
28;43;49
28;44;49
29;43;49
27;43;49
27;43;49
28;43;48
28;43;49
28;43;49
26;44;49
27;43;49
26;42;49
27;43;49
27;43;49
27;43;49
26;43;49
27;43;49
27;43;48
27;42;49
26;43;49
27;42;48
24;42;48
27;43;49
29;43;49
28;43;49
27;43;48
28;43;48
27;43;48
25;42;48
28;42;48
27;42;47
26;41;48
26;41;48
27;43;48
26;43;48
27;42;49
28;42;49
26;42;48
26;42;48
25;41;48
26;42;48
26;42;48
26;42;48
25;40;47
15;40;49
28;43;48
27;43;49
27;43;49
26;42;49
27;42;49
27;43;49
28;43;48
27;43;48
26;43;49
27;43;48
28;44;49
26;41;48
26;42;48
26;42;48
27;41;48
27;42;48
25;41;49
27;43;49
26;43;49
26;42;48
27;44;48
27;43;48
27;43;49
27;43;48
27;43;49
28;43;49
26;43;49
27;43;49
28;43;49
28;43;49
27;43;49
27;43;49
27;43;49
27;43;49
24;43;49
27;42;48
23;38;48
21;40;48
20;42;48
23;41;48
26;40;48
21;39;48
25;42;48
26;44;48
28;43;49
29;43;49
23;42;48
26;40;48
22;39;48
27;43;48
19;41;47
27;42;48
25;41;48
24;42;48
26;41;47
27;41;49
27;42;49
26;42;48
26;42;48
26;42;48
26;42;49
27;43;49
27;42;48
26;43;49
25;43;49
29;43;49
28;43;49
27;43;49
28;42;48
24;42;48
25;42;48
27;42;48
27;43;48
27;41;47
27;41;47
12;42;49
23;43;49
23;43;49
22;42;48
22;43;49
22;40;47
22;42;48
22;44;49
23;43;49
22;43;49
23;43;49
23;43;48
22;43;48
21;42;49
22;43;49
22;43;49
22;43;49
22;43;48
22;42;49
22;44;48
22;44;49
21;43;49
22;42;48
19;41;48
19;40;48
21;42;48
