MIN;AVG;MAX
3;49;76
15;44;63
28;51;64
14;50;62
21;53;62
34;55;67
34;58;67
32;56;66
22;54;64
10;55;65
30;53;63
31;54;67
32;57;68
23;58;68
20;55;70
34;59;70
34;59;70
34;60;70
35;58;70
29;57;69
32;57;71
28;59;71
35;59;70
36;60;70
32;59;70
33;59;70
35;59;69
29;59;72
22;59;71
34;60;71
35;60;71
34;60;70
31;59;69
28;53;71
33;59;71
34;59;70
34;60;70
34;59;67
33;60;72
35;59;71
13;51;70
25;53;68
32;56;66
35;58;67
32;58;67
26;56;68
28;55;65
27;51;62
31;54;67
31;58;67
28;54;67
32;60;70
32;57;70
14;50;70
31;52;64
25;55;67
31;58;68
24;57;67
34;57;68
31;57;65
31;54;65
34;55;66
29;55;67
33;54;64
33;57;66
30;54;67
25;57;67
15;50;63
21;48;61
24;55;65
29;47;67
16;53;66
21;54;68
27;35;40
29;37;41
7;34;40
18;35;44
27;39;46
28;43;47
30;54;71
28;57;74
33;56;76
38;63;81
33;61;81
33;58;72
34;60;71
34;60;70
35;57;72
35;58;70
33;61;78
36;62;83
30;64;87
33;62;81
35;57;75
32;57;72
29;56;72
33;60;83
31;59;82
34;59;80
36;61;82
37;59;70
36;60;73
16;52;71
29;60;82
35;62;82
33;60;73
36;59;72
31;59;70
34;60;70
16;53;71
3;55;79
