MIN;AVG;MAX
8;56;73
39;61;70
21;57;72
21;57;73
22;61;72
23;61;72
22;60;72
36;64;71
35;57;67
38;62;73
28;62;72
40;64;73
22;63;72
38;61;69
38;64;72
38;63;74
24;60;69
32;61;72
37;58;65
24;58;66
36;61;65
36;60;66
36;59;65
37;60;66
33;58;66
37;61;65
35;59;65
35;60;66
8;55;64
35;54;69
40;67;79
33;61;76
37;60;66
35;61;67
36;62;67
36;62;67
36;62;67
36;62;67
27;59;66
14;46;66
20;52;67
33;55;67
33;59;66
32;52;66
33;58;65
16;56;66
10;31;41
12;50;65
29;61;67
35;62;66
36;62;66
35;62;66
23;58;66
36;61;66
34;59;65
22;56;65
54;62;67
33;59;66
35;60;66
41;58;66
34;61;66
34;62;67
35;62;66
34;62;67
37;63;66
36;62;67
35;61;67
37;62;67
37;62;67
34;62;67
37;63;67
37;62;67
32;61;67
35;60;66
36;62;67
37;61;66
35;62;67
37;62;67
35;60;67
35;59;65
36;61;67
37;62;67
31;63;68
35;62;67
26;58;66
37;61;66
26;59;66
35;61;66
36;62;67
36;63;67
36;63;67
36;63;67
37;63;66
35;62;67
33;63;66
36;59;66
