MIN;AVG;MAX
7;55;69
37;58;69
12;52;65
28;56;68
34;57;68
33;58;68
34;55;64
12;51;65
31;53;64
36;60;70
36;60;70
41;61;70
15;54;68
34;59;68
29;62;77
37;67;78
34;68;79
37;67;77
40;67;75
29;65;77
36;61;75
48;77;88
41;68;79
35;68;80
43;69;78
45;69;79
41;70;78
43;70;80
40;69;80
43;69;81
38;68;79
44;71;79
41;69;79
37;70;78
42;67;79
40;65;78
41;65;77
42;65;79
43;67;81
40;68;78
39;68;78
41;67;79
44;68;77
41;68;81
42;70;79
40;66;77
43;68;77
36;69;80
39;68;79
32;65;77
42;71;79
42;70;80
45;71;80
33;68;80
39;71;80
41;70;80
43;67;76
45;69;79
38;68;79
42;69;77
38;76;90
47;78;90
50;76;88
41;69;79
44;69;78
33;60;77
40;70;88
50;78;90
40;74;90
38;68;80
38;65;78
28;65;80
46;69;80
41;67;77
42;66;78
38;68;78
43;68;79
41;66;78
26;64;77
46;67;86
44;76;90
37;73;86
39;74;87
45;77;90
