MIN;AVG;MAX
10;67;84
46;76;87
47;76;86
52;81;88
49;80;88
51;80;88
51;81;88
49;80;89
49;81;88
64;82;90
50;81;88
57;81;89
50;80;88
74;83;89
50;80;89
52;81;89
51;82;90
49;80;89
40;74;88
45;75;88
36;77;88
46;80;90
51;80;89
54;79;87
52;80;90
51;80;90
52;80;88
50;80;89
40;72;87
49;76;84
45;74;85
51;77;84
50;77;86
52;78;84
49;77;85
50;78;85
51;75;87
50;77;85
49;78;87
50;77;87
50;79;86
52;80;87
48;81;89
51;78;85
49;79;85
49;77;84
49;78;87
51;78;87
51;79;86
51;78;85
46;78;88
49;79;88
50;79;91
46;79;88
46;80;90
47;77;88
