MIN;AVG;MAX
9;57;65
5;48;65
9;31;59
18;52;60
13;39;57
22;52;65
41;59;66
42;60;66
17;56;66
31;57;65
39;58;66
40;59;66
37;56;67
40;59;65
38;60;65
40;59;66
41;58;64
40;62;67
41;60;68
38;58;66
39;57;66
38;59;66
39;59;67
41;59;65
41;57;64
42;61;67
41;60;67
40;59;66
38;58;66
40;55;66
41;59;66
36;60;66
24;52;66
25;56;63
38;61;67
39;61;67
35;59;66
40;58;65
35;59;67
42;63;75
46;68;74
37;58;63
39;59;66
36;60;65
41;59;65
41;61;66
35;60;66
41;60;66
37;58;66
38;58;65
40;60;65
37;59;65
39;58;66
41;58;65
39;58;66
38;60;67
35;60;67
40;59;67
41;58;65
38;59;66
40;60;65
38;59;66
41;60;67
35;57;65
37;59;66
43;61;67
21;60;66
40;58;66
31;57;64
28;59;66
40;60;66
37;59;66
24;59;66
29;56;63
41;60;67
40;60;66
31;58;67
40;59;66
39;58;64
41;60;66
38;60;67
39;60;66
37;59;66
36;58;63
42;58;66
42;60;66
39;61;66
36;59;67
40;57;67
30;59;65
41;59;66
39;59;65
38;60;65
41;60;67
38;60;67
39;60;66
41;57;67
39;58;67
40;58;67
36;57;63
46;66;72
44;67;75
39;66;72
43;65;73
45;66;74
46;67;74
30;65;72
42;65;71
40;58;64
41;59;64
39;60;71
27;65;72
46;65;73
46;66;73
43;68;74
46;66;74
46;66;73
44;64;71
44;67;73
45;68;73
44;66;73
39;66;73
41;65;71
41;65;71
43;68;76
45;62;75
42;59;68
41;58;64
40;58;66
36;59;66
42;61;66
38;57;66
40;64;74
42;64;75
41;60;65
38;59;66
38;59;66
39;57;65
40;59;66
47;66;75
42;59;65
37;57;64
36;57;64
29;57;65
30;57;65
45;61;74
49;69;76
42;61;71
37;60;66
36;53;62
46;65;75
3;62;73
5;55;69
41;65;75
37;59;70
37;60;66
37;60;65
41;59;66
41;58;65
42;59;65
42;59;66
34;60;67
36;59;67
40;61;66
40;61;67
41;58;67
40;57;65
37;60;66
38;60;65
41;60;66
40;59;65
36;60;67
42;60;66
40;58;66
42;63;75
40;58;74
39;59;66
43;60;67
39;59;66
39;58;66
36;57;67
42;60;66
37;59;67
51;60;66
40;57;64
47;60;66
38;59;66
42;59;66
37;57;66
42;59;65
41;60;66
40;61;66
39;59;66
39;57;64
40;59;66
25;54;66
22;50;65
22;51;64
32;54;67
