MIN;AVG;MAX
5;25;50
12;22;27
14;23;28
17;24;28
16;26;28
14;23;27
19;25;28
19;24;27
11;22;27
16;24;27
20;25;28
19;27;29
12;24;28
18;23;27
20;26;29
17;23;28
10;26;50
17;24;29
3;20;28
15;21;27
5;20;28
13;22;27
9;28;44
20;38;46
20;37;46
20;34;45
19;34;43
20;38;44
20;37;44
19;38;45
20;37;44
20;36;44
19;37;44
9;33;44
13;21;27
16;23;28
15;21;27
13;22;27
16;23;28
20;26;30
19;24;29
19;25;29
18;26;29
19;26;28
13;25;29
21;26;29
22;27;29
19;25;29
19;26;29
5;20;29
11;18;27
12;20;26
12;21;26
17;23;27
18;23;26
19;24;28
17;23;27
20;25;28
20;25;28
19;24;27
19;23;27
20;24;27
15;21;28
17;19;22
16;19;22
12;18;22
13;19;23
13;19;22
13;18;22
15;23;28
13;23;28
15;23;28
16;22;28
13;22;27
16;23;29
16;22;27
8;23;28
20;25;28
19;25;28
16;22;27
11;21;27
17;30;44
6;33;44
17;35;44
26;37;43
9;35;43
15;34;43
7;30;42
17;33;43
11;30;35
7;37;44
4;34;42
15;29;42
15;35;44
10;38;44
27;40;44
29;40;45
11;39;45
28;40;44
29;39;44
30;39;44
23;38;44
28;40;44
7;38;44
11;37;44
9;35;44
18;33;43
28;39;44
9;32;43
17;35;42
13;30;43
6;30;38
18;36;43
14;35;44
9;36;45
12;39;45
9;36;45
27;39;45
30;41;45
28;41;45
28;41;45
29;41;45
28;41;45
28;40;45
19;38;44
3;35;45
17;37;45
29;39;43
21;36;44
21;25;28
18;24;28
